source_id,title,url,status,fetch_status,provider,status_code,quality_score,error,final_url,fetched_at
WEB8-001,OSHA Laboratory Standards,https://www.osha.gov/laboratories/standards,blocked,ok,legacy_html,200,0.0000,,https://www.osha.gov/laboratories/standards,2026-04-11T03:51:39+00:00
WEB8-002,OSHA Culture of Safety for Laboratories,https://www.osha.gov/laboratories/safety-culture,blocked,ok,legacy_html,200,0.0000,,https://www.osha.gov/laboratories/safety-culture,2026-04-11T03:51:39+00:00
WEB8-003,OSHA Hazard Recognition and Solutions for Laboratories,https://www.osha.gov/laboratories/hazard-recognition-solutions,blocked,ok,legacy_html,200,0.0000,,https://www.osha.gov/laboratories/hazard-recognition-solutions,2026-04-11T03:51:39+00:00
WEB8-004,OSHA Laboratory Additional Resources,https://www.osha.gov/laboratories/resources,blocked,ok,legacy_html,200,0.0000,,https://www.osha.gov/laboratories/resources,2026-04-11T03:51:39+00:00
WEB8-005,OSHA Laboratory Safety Guidance PDF,https://www.osha.gov/sites/default/files/publications/OSHA3404LABORATORY-SAFETY-GUIDANCE.pdf,blocked,ok,legacy_html,200,0.0000,,https://www.osha.gov/sites/default/files/publications/OSHA3404LABORATORY-SAFETY-GUIDANCE.pdf,2026-04-11T03:51:39+00:00
WEB8-006,OSHA Lab Standard Fact Sheet PDF,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-OSHA-LAB-STANDARD.pdf,blocked,ok,legacy_html,200,0.0000,,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-OSHA-LAB-STANDARD.pdf,2026-04-11T03:51:39+00:00
WEB8-007,OSHA Chemical Hygiene Plan Fact Sheet PDF,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-CHEMICAL-HYGIENE-PLAN.pdf,blocked,ok,legacy_html,200,0.0000,,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-CHEMICAL-HYGIENE-PLAN.pdf,2026-04-11T03:51:39+00:00
WEB8-008,OSHA Chemical Fume Hoods QuickFacts PDF,https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-CHEMICAL-FUME-HOODS.pdf,blocked,ok,legacy_html,200,0.0000,,https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-CHEMICAL-FUME-HOODS.pdf,2026-04-11T03:51:39+00:00
WEB8-009,OSHA Biosafety Cabinets Fact Sheet PDF,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-BIOSAFETY-CABINETS.pdf,blocked,ok,legacy_html,200,0.0000,,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-BIOSAFETY-CABINETS.pdf,2026-04-11T03:51:40+00:00
WEB8-010,OSHA Electrical Hazards in Labs QuickFacts PDF,https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-ELECTRICAL-HAZARDS.pdf,blocked,ok,legacy_html,200,0.0000,,https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-ELECTRICAL-HAZARDS.pdf,2026-04-11T03:51:40+00:00
WEB8-011,CDC Laboratories About,https://www.cdc.gov/labs/about/index.html,blocked,ok,legacy_html,200,0.0000,,https://www.cdc.gov/labs/about/index.html,2026-04-11T03:51:40+00:00
WEB8-012,CDC Laboratory Services,https://www.cdc.gov/labs/cdc-laboratory-services/index.html,blocked,ok,legacy_html,200,0.0000,,https://www.cdc.gov/labs/cdc-laboratory-services/index.html,2026-04-11T03:51:40+00:00
WEB8-013,CDC Laboratories Programs,https://www.cdc.gov/labs/topics-programs/index.html,blocked,ok,legacy_html,200,0.0000,,https://www.cdc.gov/labs/USA-lab-locations-dfe.json,2026-04-11T03:51:40+00:00
WEB8-014,CDC Laboratory Partners and Readiness,https://www.cdc.gov/labs/partners/index.html,blocked,ok,legacy_html,200,0.0000,,https://www.cdc.gov/labs/partners/index.html,2026-04-11T03:51:40+00:00
WEB8-015,CDC Laboratory Quality,https://www.cdc.gov/labs/lab-quality/index.html,blocked,ok,legacy_html,200,0.0000,,https://www.cdc.gov/labs/lab-quality/index.html,2026-04-11T03:51:40+00:00
WEB8-016,CDC CLIA Certificates,https://www.cdc.gov/labs/clia-certificates/index.html,blocked,ok,legacy_html,200,0.0000,,https://www.cdc.gov/labs/clia-certificates/index.html,2026-04-11T03:51:40+00:00
WEB8-017,CDC BMBL 6th Edition,https://www.cdc.gov/labs/bmbl/index.html,blocked,ok,legacy_html,200,0.0000,,https://www.cdc.gov/labs/bmbl/index.html,2026-04-11T03:51:40+00:00
WEB8-018,CDC Animal Care Regulations and Standards,https://www.cdc.gov/labs/animal-care/index.html,blocked,ok,legacy_html,200,0.0000,,https://www.cdc.gov/labs/animal-care/index.html,2026-04-11T03:51:40+00:00
WEB8-019,Purdue Laboratory Researchers Guide,https://www.purdue.edu/ehps/rem/laboratory/researchers.html,blocked,ok,legacy_html,200,0.0000,,https://www.purdue.edu/ehps/rem/search.html,2026-04-11T03:51:40+00:00
WEB8-020,Purdue Chemical Hygiene Plan,https://www.purdue.edu/ehps/rem/laboratory/hazmat/chp.html,blocked,ok,legacy_html,200,0.0000,,https://www.purdue.edu/ehps/rem/search.html,2026-04-11T03:51:40+00:00
