id,title,category,subcategory,lab_type,risk_level,hazard_types,scenario,question,answer,steps,ppe,forbidden,disposal,first_aid,emergency,legal_notes,references,source_type,source_title,source_org,source_version,source_date,source_url,last_updated,reviewer,status,tags,language
WEB8-001-001,OSHA Laboratory Standards,standard,regulation,general,4,general_safety;chemical,How should labs map daily operations to OSHA laboratory standards,How should labs map daily operations to OSHA laboratory standards有哪些要点？,"Based on the referenced safety document 'OSHA Laboratory Standards', this item requires risk-based controls for laboratory activities, including training access, containment conditions, PPE usage, waste control, and emergency response readiness. Applicable scenario: How should labs map daily operations to OSHA laboratory standards有哪些要点？. Key extracted context: 403 ERROR The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation. Generated by cloudfront (CloudFront) Request ID: tlAcW7gTnH62qD41XayIruq3kAmDmrXMfGyoc191to1V09eLaeuOCA==","1) Confirm the experiment scope, SOP, and approval requirements before operation.
2) Verify facilities (ventilation, containment, warning signs) and PPE readiness.
3) Execute operation with buddy-check, maintain records, and control exposure paths.
4) Handle samples/waste by classification and complete decontamination after use.
5) Report abnormalities immediately and trigger emergency response when needed.",safety goggles; chemical-resistant gloves; lab coat,Do not perform high-risk procedures without training/authorization; do not bypass containment and engineering controls; do not operate alone in hazardous scenarios.,"Classify and package laboratory waste by hazard type, label clearly, and transfer through approved disposal workflow.","For exposure or injury, stop operation immediately, perform on-site first aid (flush/decontaminate/isolate), and seek medical support without delay.","Stop operation, isolate area, notify supervisor and EHS team, and execute the institutional emergency plan.",基于公开网页资料自动抽取，导入知识库前请人工复核。提取通道=legacy_html；quality_score=0.0。,OSHA Laboratory Standards | https://www.osha.gov/laboratories/standards,网页,OSHA Laboratory Standards,OSHA,,,https://www.osha.gov/laboratories/standards,2026-03-30,,draft,osha;standard;regulation;auto_rewrite_low_quality,en
WEB8-002-001,OSHA Culture of Safety for Laboratories,training,safety_guidance,general,3,general_safety;lab_management,What safety culture practices does OSHA recommend for laboratories,What safety culture practices does OSHA recommend for laboratories有哪些要点？,"Based on the referenced safety document 'OSHA Culture of Safety for Laboratories', this item requires risk-based controls for laboratory activities, including training access, containment conditions, PPE usage, waste control, and emergency response readiness. Applicable scenario: What safety culture practices does OSHA recommend for laboratories有哪些要点？. Key extracted context: 403 ERROR The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation. Generated by cloudfront (CloudFront) Request ID: 2R5qwx6XNK2elIcy80ARyX-aVg4o6pBFmQ3caVpENJ3H1rPJFdkHCg==","1) Confirm the experiment scope, SOP, and approval requirements before operation.
2) Verify facilities (ventilation, containment, warning signs) and PPE readiness.
3) Execute operation with buddy-check, maintain records, and control exposure paths.
4) Handle samples/waste by classification and complete decontamination after use.
5) Report abnormalities immediately and trigger emergency response when needed.",safety goggles; protective gloves; lab coat,Do not perform high-risk procedures without training/authorization; do not bypass containment and engineering controls; do not operate alone in hazardous scenarios.,"Classify and package laboratory waste by hazard type, label clearly, and transfer through approved disposal workflow.","For exposure or injury, stop operation immediately, perform on-site first aid (flush/decontaminate/isolate), and seek medical support without delay.","Stop operation, isolate area, notify supervisor and EHS team, and execute the institutional emergency plan.",基于公开网页资料自动抽取，导入知识库前请人工复核。提取通道=legacy_html；quality_score=0.0。,OSHA Culture of Safety for Laboratories | https://www.osha.gov/laboratories/safety-culture,网页,OSHA Culture of Safety for Laboratories,OSHA,,,https://www.osha.gov/laboratories/safety-culture,2026-03-30,,draft,osha;safety culture;training;auto_rewrite_low_quality,en
WEB8-003-001,OSHA Hazard Recognition and Solutions for Laboratories,training,safety_guidance,general,4,general_safety;chemical;electrical,How can laboratories identify and control common safety hazards according to OSHA,How can laboratories identify and control common safety hazards according to OSHA有哪些要点？,"Based on the referenced safety document 'OSHA Hazard Recognition and Solutions for Laboratories', this item requires risk-based controls for laboratory activities, including training access, containment conditions, PPE usage, waste control, and emergency response readiness. Applicable scenario: How can laboratories identify and control common safety hazards according to OSHA有哪些要点？. Key extracted context: 403 ERROR The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation. Generated by cloudfront (CloudFront) Request ID: dnYnCAb6zfs5E3IMBkiod2FKXEBTviXylGcfq9TgrCfOisNzfXqjuA==","1) Confirm the experiment scope, SOP, and approval requirements before operation.
2) Verify facilities (ventilation, containment, warning signs) and PPE readiness.
3) Execute operation with buddy-check, maintain records, and control exposure paths.
4) Handle samples/waste by classification and complete decontamination after use.
5) Report abnormalities immediately and trigger emergency response when needed.",safety goggles; chemical-resistant gloves; lab coat; insulated gloves; insulated footwear,Do not perform high-risk procedures without training/authorization; do not bypass containment and engineering controls; do not operate alone in hazardous scenarios.,"Classify and package laboratory waste by hazard type, label clearly, and transfer through approved disposal workflow.","For exposure or injury, stop operation immediately, perform on-site first aid (flush/decontaminate/isolate), and seek medical support without delay.","Stop operation, isolate area, notify supervisor and EHS team, and execute the institutional emergency plan.",基于公开网页资料自动抽取，导入知识库前请人工复核。提取通道=legacy_html；quality_score=0.0。,OSHA Hazard Recognition and Solutions for Laboratories | https://www.osha.gov/laboratories/hazard-recognition-solutions,网页,OSHA Hazard Recognition and Solutions for Laboratories,OSHA,,,https://www.osha.gov/laboratories/hazard-recognition-solutions,2026-03-30,,draft,osha;hazard recognition;solutions;auto_rewrite_low_quality,en
WEB8-004-001,OSHA Laboratory Additional Resources,training,safety_guidance,general,3,general_safety;chemical,Which OSHA laboratory resources are useful for daily safety management and training,Which OSHA laboratory resources are useful for daily safety management and training有哪些要点？,"Based on the referenced safety document 'OSHA Laboratory Additional Resources', this item requires risk-based controls for laboratory activities, including training access, containment conditions, PPE usage, waste control, and emergency response readiness. Applicable scenario: Which OSHA laboratory resources are useful for daily safety management and training有哪些要点？. Key extracted context: 403 ERROR The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation. Generated by cloudfront (CloudFront) Request ID: LeW0VxUWTO74zjWqS7P2ULBvPCLdzM6sU3dpVtGFF4LbND--CaBAAA==","1) Confirm the experiment scope, SOP, and approval requirements before operation.
2) Verify facilities (ventilation, containment, warning signs) and PPE readiness.
3) Execute operation with buddy-check, maintain records, and control exposure paths.
4) Handle samples/waste by classification and complete decontamination after use.
5) Report abnormalities immediately and trigger emergency response when needed.",safety goggles; chemical-resistant gloves; lab coat,Do not perform high-risk procedures without training/authorization; do not bypass containment and engineering controls; do not operate alone in hazardous scenarios.,"Classify and package laboratory waste by hazard type, label clearly, and transfer through approved disposal workflow.","For exposure or injury, stop operation immediately, perform on-site first aid (flush/decontaminate/isolate), and seek medical support without delay.","Stop operation, isolate area, notify supervisor and EHS team, and execute the institutional emergency plan.",基于公开网页资料自动抽取，导入知识库前请人工复核。提取通道=legacy_html；quality_score=0.0。,OSHA Laboratory Additional Resources | https://www.osha.gov/laboratories/resources,网页,OSHA Laboratory Additional Resources,OSHA,,,https://www.osha.gov/laboratories/resources,2026-03-30,,draft,osha;resources;training;auto_rewrite_low_quality,en
WEB8-005-001,OSHA Laboratory Safety Guidance PDF,standard,regulation,general,4,general_safety;chemical,What core laboratory safety requirements are covered in OSHA laboratory safety guidance,What core laboratory safety requirements are covered in OSHA laboratory safety guidance有哪些要点？,"Based on the referenced safety document 'OSHA Laboratory Safety Guidance PDF', this item requires risk-based controls for laboratory activities, including training access, containment conditions, PPE usage, waste control, and emergency response readiness. Applicable scenario: What core laboratory safety requirements are covered in OSHA laboratory safety guidance有哪些要点？. Key extracted context: 403 ERROR The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation. Generated by cloudfront (CloudFront) Request ID: UxSIsVIFKEiuDfNTtH-FmtFQNzPf_zLmQh-YEJRPufy2DCygdQzMdQ==","1) Confirm the experiment scope, SOP, and approval requirements before operation.
2) Verify facilities (ventilation, containment, warning signs) and PPE readiness.
3) Execute operation with buddy-check, maintain records, and control exposure paths.
4) Handle samples/waste by classification and complete decontamination after use.
5) Report abnormalities immediately and trigger emergency response when needed.",safety goggles; chemical-resistant gloves; lab coat,Do not perform high-risk procedures without training/authorization; do not bypass containment and engineering controls; do not operate alone in hazardous scenarios.,"Classify and package laboratory waste by hazard type, label clearly, and transfer through approved disposal workflow.","For exposure or injury, stop operation immediately, perform on-site first aid (flush/decontaminate/isolate), and seek medical support without delay.","Stop operation, isolate area, notify supervisor and EHS team, and execute the institutional emergency plan.",基于公开网页资料自动抽取，导入知识库前请人工复核。提取通道=legacy_html；quality_score=0.0。,OSHA Laboratory Safety Guidance PDF | https://www.osha.gov/sites/default/files/publications/OSHA3404LABORATORY-SAFETY-GUIDANCE.pdf,网页,OSHA Laboratory Safety Guidance PDF,OSHA,,,https://www.osha.gov/sites/default/files/publications/OSHA3404LABORATORY-SAFETY-GUIDANCE.pdf,2026-03-30,,draft,osha;guidance;pdf;auto_rewrite_low_quality,en
WEB8-006-001,OSHA Lab Standard Fact Sheet PDF,standard,regulation,chemical,4,chemical;general_safety,What key obligations are highlighted in the OSHA laboratory standard fact sheet,What key obligations are highlighted in the OSHA laboratory standard fact sheet有哪些要点？,"Based on the referenced safety document 'OSHA Lab Standard Fact Sheet PDF', this item requires risk-based controls for laboratory activities, including training access, containment conditions, PPE usage, waste control, and emergency response readiness. Applicable scenario: What key obligations are highlighted in the OSHA laboratory standard fact sheet有哪些要点？. Key extracted context: 403 ERROR The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation. Generated by cloudfront (CloudFront) Request ID: QQlCGtAzGfnuYi2N4KZzB3sgXUYzww1Vp5_daSm8a0y3Z9DZnCmSkQ==","1) Confirm the experiment scope, SOP, and approval requirements before operation.
2) Verify facilities (ventilation, containment, warning signs) and PPE readiness.
3) Execute operation with buddy-check, maintain records, and control exposure paths.
4) Handle samples/waste by classification and complete decontamination after use.
5) Report abnormalities immediately and trigger emergency response when needed.",safety goggles; chemical-resistant gloves; lab coat,Do not perform high-risk procedures without training/authorization; do not bypass containment and engineering controls; do not operate alone in hazardous scenarios.,"Classify and package laboratory waste by hazard type, label clearly, and transfer through approved disposal workflow.","For exposure or injury, stop operation immediately, perform on-site first aid (flush/decontaminate/isolate), and seek medical support without delay.","Stop operation, isolate area, notify supervisor and EHS team, and execute the institutional emergency plan.",基于公开网页资料自动抽取，导入知识库前请人工复核。提取通道=legacy_html；quality_score=0.0。,OSHA Lab Standard Fact Sheet PDF | https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-OSHA-LAB-STANDARD.pdf,网页,OSHA Lab Standard Fact Sheet PDF,OSHA,,,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-OSHA-LAB-STANDARD.pdf,2026-03-30,,draft,osha;fact sheet;lab standard;auto_rewrite_low_quality,en
WEB8-007-001,OSHA Chemical Hygiene Plan Fact Sheet PDF,standard,regulation,chemical,4,chemical;hazardous_chemicals,What should be included in a compliant laboratory chemical hygiene plan,What should be included in a compliant laboratory chemical hygiene plan有哪些要点？,"Based on the referenced safety document 'OSHA Chemical Hygiene Plan Fact Sheet PDF', this item requires risk-based controls for laboratory activities, including training access, containment conditions, PPE usage, waste control, and emergency response readiness. Applicable scenario: What should be included in a compliant laboratory chemical hygiene plan有哪些要点？. Key extracted context: 403 ERROR The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation. Generated by cloudfront (CloudFront) Request ID: 7ej8EsZmXl5KY-urLlbt4C-N__OxURwdYD-Voln2M5JongGr1KZu4Q==","1) Confirm the experiment scope, SOP, and approval requirements before operation.
2) Verify facilities (ventilation, containment, warning signs) and PPE readiness.
3) Execute operation with buddy-check, maintain records, and control exposure paths.
4) Handle samples/waste by classification and complete decontamination after use.
5) Report abnormalities immediately and trigger emergency response when needed.",safety goggles; chemical-resistant gloves; lab coat,Do not perform high-risk procedures without training/authorization; do not bypass containment and engineering controls; do not operate alone in hazardous scenarios.,"Classify and package laboratory waste by hazard type, label clearly, and transfer through approved disposal workflow.","For exposure or injury, stop operation immediately, perform on-site first aid (flush/decontaminate/isolate), and seek medical support without delay.","Stop operation, isolate area, notify supervisor and EHS team, and execute the institutional emergency plan.",基于公开网页资料自动抽取，导入知识库前请人工复核。提取通道=legacy_html；quality_score=0.0。,OSHA Chemical Hygiene Plan Fact Sheet PDF | https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-CHEMICAL-HYGIENE-PLAN.pdf,网页,OSHA Chemical Hygiene Plan Fact Sheet PDF,OSHA,,,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-CHEMICAL-HYGIENE-PLAN.pdf,2026-03-30,,draft,osha;chemical hygiene;pdf;auto_rewrite_low_quality,en
WEB8-008-001,OSHA Chemical Fume Hoods QuickFacts PDF,equipment,safety_guidance,chemical,4,chemical;ventilation,What are OSHA quick requirements for safe use of chemical fume hoods,What are OSHA quick requirements for safe use of chemical fume hoods有哪些要点？,"Based on the referenced safety document 'OSHA Chemical Fume Hoods QuickFacts PDF', this item requires risk-based controls for laboratory activities, including training access, containment conditions, PPE usage, waste control, and emergency response readiness. Applicable scenario: What are OSHA quick requirements for safe use of chemical fume hoods有哪些要点？. Key extracted context: 403 ERROR The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation. Generated by cloudfront (CloudFront) Request ID: sXDCGypu_0cXlWnpCP0sFgvBlFno9vjHXvdE4tbR9WOowo_X_sa2fw==","1) Confirm the experiment scope, SOP, and approval requirements before operation.
2) Verify facilities (ventilation, containment, warning signs) and PPE readiness.
3) Execute operation with buddy-check, maintain records, and control exposure paths.
4) Handle samples/waste by classification and complete decontamination after use.
5) Report abnormalities immediately and trigger emergency response when needed.",safety goggles; chemical-resistant gloves; lab coat,Do not perform high-risk procedures without training/authorization; do not bypass containment and engineering controls; do not operate alone in hazardous scenarios.,"Classify and package laboratory waste by hazard type, label clearly, and transfer through approved disposal workflow.","For exposure or injury, stop operation immediately, perform on-site first aid (flush/decontaminate/isolate), and seek medical support without delay.","Stop operation, isolate area, notify supervisor and EHS team, and execute the institutional emergency plan.",基于公开网页资料自动抽取，导入知识库前请人工复核。提取通道=legacy_html；quality_score=0.0。,OSHA Chemical Fume Hoods QuickFacts PDF | https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-CHEMICAL-FUME-HOODS.pdf,网页,OSHA Chemical Fume Hoods QuickFacts PDF,OSHA,,,https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-CHEMICAL-FUME-HOODS.pdf,2026-03-30,,draft,osha;fume hood;quickfacts;auto_rewrite_low_quality,en
WEB8-009-001,OSHA Biosafety Cabinets Fact Sheet PDF,biosafety,safety_guidance,biosafety,4,biosafety;general_safety,What controls are required for biosafety cabinet operation in laboratories,What controls are required for biosafety cabinet operation in laboratories有哪些要点？,"Based on the referenced safety document 'OSHA Biosafety Cabinets Fact Sheet PDF', this item requires risk-based controls for laboratory activities, including training access, containment conditions, PPE usage, waste control, and emergency response readiness. Applicable scenario: What controls are required for biosafety cabinet operation in laboratories有哪些要点？. Key extracted context: 403 ERROR The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation. Generated by cloudfront (CloudFront) Request ID: l5agrTOSGYQshtxKnRBxgZWQHhtQS3sUub3Mbr_lpQnGB9kYlrxs3g==","1) Confirm the experiment scope, SOP, and approval requirements before operation.
2) Verify facilities (ventilation, containment, warning signs) and PPE readiness.
3) Execute operation with buddy-check, maintain records, and control exposure paths.
4) Handle samples/waste by classification and complete decontamination after use.
5) Report abnormalities immediately and trigger emergency response when needed.",lab coat; protective gloves; surgical mask or respirator,Do not perform high-risk procedures without training/authorization; do not bypass containment and engineering controls; do not operate alone in hazardous scenarios.,"Classify and package laboratory waste by hazard type, label clearly, and transfer through approved disposal workflow.","For exposure or injury, stop operation immediately, perform on-site first aid (flush/decontaminate/isolate), and seek medical support without delay.","Stop operation, isolate area, notify supervisor and EHS team, and execute the institutional emergency plan.",基于公开网页资料自动抽取，导入知识库前请人工复核。提取通道=legacy_html；quality_score=0.0。,OSHA Biosafety Cabinets Fact Sheet PDF | https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-BIOSAFETY-CABINETS.pdf,网页,OSHA Biosafety Cabinets Fact Sheet PDF,OSHA,,,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-BIOSAFETY-CABINETS.pdf,2026-03-30,,draft,osha;biosafety cabinet;pdf;auto_rewrite_low_quality,en
WEB8-010-001,OSHA Electrical Hazards in Labs QuickFacts PDF,electrical,safety_guidance,electrical,4,electrical;fire,How should laboratories prevent electrical hazards according to OSHA quick guidance,How should laboratories prevent electrical hazards according to OSHA quick guidance有哪些要点？,"Based on the referenced safety document 'OSHA Electrical Hazards in Labs QuickFacts PDF', this item requires risk-based controls for laboratory activities, including training access, containment conditions, PPE usage, waste control, and emergency response readiness. Applicable scenario: How should laboratories prevent electrical hazards according to OSHA quick guidance有哪些要点？. Key extracted context: 403 ERROR The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation. Generated by cloudfront (CloudFront) Request ID: 1b3YYV1J9eLEd548ntRgQWI7CfLE4BL2dA0S6pOa-HOxvAE_4pyGNg==","1) Confirm the experiment scope, SOP, and approval requirements before operation.
2) Verify facilities (ventilation, containment, warning signs) and PPE readiness.
3) Execute operation with buddy-check, maintain records, and control exposure paths.
4) Handle samples/waste by classification and complete decontamination after use.
5) Report abnormalities immediately and trigger emergency response when needed.",insulated gloves; insulated footwear,Do not perform high-risk procedures without training/authorization; do not bypass containment and engineering controls; do not operate alone in hazardous scenarios.,"Classify and package laboratory waste by hazard type, label clearly, and transfer through approved disposal workflow.","For exposure or injury, stop operation immediately, perform on-site first aid (flush/decontaminate/isolate), and seek medical support without delay.","Stop operation, isolate area, notify supervisor and EHS team, and execute the institutional emergency plan.",基于公开网页资料自动抽取，导入知识库前请人工复核。提取通道=legacy_html；quality_score=0.0。,OSHA Electrical Hazards in Labs QuickFacts PDF | https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-ELECTRICAL-HAZARDS.pdf,网页,OSHA Electrical Hazards in Labs QuickFacts PDF,OSHA,,,https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-ELECTRICAL-HAZARDS.pdf,2026-03-30,,draft,osha;electrical hazards;quickfacts;auto_rewrite_low_quality,en
