source_id,title,url,status,fetch_status,provider,status_code,quality_score,error,final_url,fetched_at
WEB82-001,NIH Safe Laboratory Practices and Procedures,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/student_goodlab.aspx,ok,ok,jina,200,0.8615,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/student_goodlab.aspx,2026-03-30T22:56:16+08:00
WEB82-002,NIH Laboratory Safety Program Overview,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/default.aspx,ok,ok,jina,200,0.8271,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/default.aspx,2026-03-30T22:56:16+08:00
WEB82-003,NIH Chemical Fume Hoods,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/Chemical-Fume-Hoods.aspx,ok,ok,jina,200,0.8611,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/Chemical-Fume-Hoods.aspx,2026-03-30T22:56:16+08:00
WEB82-004,NIH Laboratory Chemical Monitoring,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/Chemical-Monitoring.aspx,ok,ok,jina,200,0.9550,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/Chemical-Monitoring.aspx,2026-03-30T22:56:17+08:00
WEB82-005,NIH Laboratory Surveys and Inspections,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/surveys_inspections.aspx,ok,ok,jina,200,0.8362,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/surveys_inspections.aspx,2026-03-30T22:56:16+08:00
WEB82-006,NIH Laboratory Laser Safety,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/laser_safety.aspx,ok,ok,jina,200,0.9543,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/Pages/laser_safety.aspx,2026-03-30T22:56:16+08:00
WEB82-007,NIH Chemical Safety Program,https://ors.od.nih.gov/sr/dohs/safety/laboratory/chemicalsafety/Pages/default.aspx,ok,ok,jina,200,0.9539,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/chemicalsafety/Pages/default.aspx,2026-03-30T22:56:24+08:00
WEB82-008,NIH Compressed Gas Safety,https://ors.od.nih.gov/sr/dohs/safety/laboratory/chemicalsafety/Pages/Compressed-Gas-Safety.aspx,ok,ok,jina,200,0.8869,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/chemicalsafety/Pages/Compressed-Gas-Safety.aspx,2026-03-30T22:56:24+08:00
WEB82-009,NIH Formaldehyde Safety,https://ors.od.nih.gov/sr/dohs/safety/laboratory/chemicalsafety/Pages/Formaldehyde.aspx,ok,ok,jina,200,0.8700,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/chemicalsafety/Pages/Formaldehyde.aspx,2026-03-30T22:56:23+08:00
WEB82-010,NIH Biosafety Decontamination,https://ors.od.nih.gov/sr/dohs/safety/laboratory/BioSafety/Pages/decontamination.aspx,ok,ok,jina,200,0.8444,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/BioSafety/Pages/decontamination.aspx,2026-03-30T22:56:20+08:00
WEB82-011,NIH Biosafety Cabinets,https://ors.od.nih.gov/sr/dohs/safety/laboratory/BioSafety/Pages/ih_biocabinets.aspx,ok,ok,jina,200,0.9473,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/BioSafety/Pages/ih_biocabinets.aspx,2026-03-30T22:56:25+08:00
WEB82-012,NIH Shipping Biological Materials,https://ors.od.nih.gov/sr/dohs/safety/laboratory/BioSafety/Pages/shipping_biological_material.aspx,ok,ok,jina,200,0.8482,,https://ors.od.nih.gov/sr/dohs/safety/laboratory/BioSafety/Pages/shipping_biological_material.aspx,2026-03-30T22:56:24+08:00
WEB82-013,NIH Hazardous Material Spill Incidents,https://ors.od.nih.gov/sr/dohs/safety/incidents_accidents/Pages/hazmat_incident_spills.aspx,ok,ok,jina,200,0.9544,,https://ors.od.nih.gov/sr/dohs/safety/incidents_accidents/Pages/hazmat_incident_spills.aspx,2026-03-30T22:56:29+08:00
WEB82-014,NIH Student Laboratory Safety Training,https://ors.od.nih.gov/sr/dohs/safety/Training/Pages/student_labtraining.aspx,ok,ok,jina,200,0.8697,,https://ors.od.nih.gov/sr/dohs/safety/Training/Pages/student_labtraining.aspx,2026-03-30T22:56:30+08:00
WEB82-015,NIH Lab Worker Safety Resources,https://ors.od.nih.gov/sr/dohs/YourRole/Pages/LabWorkersResources.aspx,ok,ok,jina,200,0.9551,,https://ors.od.nih.gov/sr/dohs/YourRole/Pages/LabWorkersResources.aspx,2026-03-30T22:56:31+08:00
WEB82-016,CDC Safe Labs About,https://www.cdc.gov/safe-labs/php/about/index.html,ok,ok,jina,200,0.7713,,https://www.cdc.gov/safe-labs/php/about/index.html,2026-03-30T22:56:41+08:00
WEB82-017,CDC Biological Risk Assessment,https://www.cdc.gov/safe-labs/php/biological-risk-assessment/index.html,ok,ok,jina,200,0.8736,,https://www.cdc.gov/safe-labs/php/biological-risk-assessment/index.html,2026-03-30T22:56:41+08:00
WEB82-018,CDC Biorisk Management,https://www.cdc.gov/safe-labs/php/biorisk-management/index.html,ok,ok,jina,200,0.7017,,https://www.cdc.gov/safe-labs/php/biorisk-management/index.html,2026-03-30T22:56:42+08:00
WEB82-019,CDC Biosafety Town Hall,https://www.cdc.gov/safe-labs/php/biosafety-town-hall/index.html,ok,ok,jina,200,0.7623,,https://www.cdc.gov/safe-labs/php/biosafety-town-hall/index.html,2026-03-30T22:56:46+08:00
WEB82-020,CDC ECHO Biosafety,https://www.cdc.gov/safe-labs/php/echo-biosafety/index.html,ok,ok,jina,200,0.7719,,https://www.cdc.gov/safe-labs/php/echo-biosafety/index.html,2026-03-30T22:56:46+08:00
WEB82-021,CDC ECHO Biosafety 2023,https://www.cdc.gov/safe-labs/php/echo-biosafety-2023/index.html,ok,ok,jina,200,0.7692,,https://www.cdc.gov/safe-labs/php/echo-biosafety-2023/index.html,2026-03-30T22:56:47+08:00
WEB82-022,CDC Laboratory Systems About,https://www.cdc.gov/laboratory-systems/php/about/index.html,ok,ok,jina,200,0.7812,,https://www.cdc.gov/laboratory-systems/php/about/index.html,2026-03-30T22:56:57+08:00
WEB82-023,CDC Labs Home,https://www.cdc.gov/labs/index.html,ok,ok,jina,200,0.7183,,https://www.cdc.gov/labs/index.html,2026-03-30T22:56:58+08:00
WEB82-024,HSE Biosafety Blood-borne Viruses,https://www.hse.gov.uk/biosafety/blood-borne-viruses/index.htm,ok,ok,jina,200,0.6597,,https://www.hse.gov.uk/biosafety/blood-borne-viruses/index.htm,2026-03-30T22:56:47+08:00
WEB82-025,HSE Biosafety GMO,https://www.hse.gov.uk/biosafety/gmo/index.htm,ok,ok,jina,200,0.7338,,https://www.hse.gov.uk/biosafety/gmo/index.htm,2026-03-30T22:56:50+08:00
WEB82-026,HSE Biosafety Infection,https://www.hse.gov.uk/biosafety/infection.htm,ok,ok,jina,200,0.6739,,https://www.hse.gov.uk/biosafety/infection.htm,2026-03-30T22:56:56+08:00
