source_id,title,url,status,fetch_status,provider,status_code,quality_score,error,final_url,fetched_at
WEB-001,实验室安全的基本要求,https://linxue.njfu.edu.cn/aqgz/sysaq/20210929/i230277.html,ok,ok,jina,200,0.9354,,https://linxue.njfu.edu.cn/aqgz/sysaq/20210929/i230277.html,2026-03-27T22:02:10+08:00
WEB-002,实验室一般安全规范,https://eetc.qlu.edu.cn/2012/1207/c1403a25377/page.htm,ok,ok,jina,200,0.9278,,https://eetc.qlu.edu.cn/2012/1207/c1403a25377/page.htm,2026-03-27T22:02:10+08:00
WEB-003,实验室安全守则,http://huihua.hebtu.edu.cn/s/zhuanti/page/8.html,ok,ok,jina,200,0.5588,,http://huihua.hebtu.edu.cn/s/zhuanti/page/8.html,2026-03-27T22:02:11+08:00
WEB-004,实验室化学品安全管理实施细则,https://sbc.sysu.edu.cn/article/670,ok,ok,jina,200,0.9606,,https://sbc.sysu.edu.cn/article/670,2026-03-27T22:02:10+08:00
WEB-005,实验室化学废液收集处理规范,https://lems.cqu.edu.cn/info/1138/2933.htm,ok,ok,jina,200,0.1958,,https://lems.cqu.edu.cn/info/1138/2933.htm,2026-03-27T22:02:11+08:00
WEB-006,实验室危险废弃物处理规定,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202011/t20201127_810202.html,ok,ok,jina,200,0.9259,,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202011/t20201127_810202.html,2026-03-27T22:02:09+08:00
WEB-007,化学化工实验室安全管理规范,https://sbc.sysu.edu.cn/article/570,ok,ok,jina,200,0.9464,,https://sbc.sysu.edu.cn/article/570,2026-03-27T22:02:12+08:00
WEB-008,实验室危险化学品管理规定,https://chem.jlu.edu.cn/info/1192/13289.htm,ok,ok,jina,200,0.9424,,https://chem.jlu.edu.cn/info/1192/13289.htm,2026-03-27T22:02:12+08:00
WEB-009,实验室危险废弃物安全处置管理办法,https://sbc.cug.edu.cn/info/1013/1172.htm,ok,ok,jina,200,0.9453,,https://sbc.cug.edu.cn/info/1013/1172.htm,2026-03-27T22:02:12+08:00
WEB-010,高等学校实验室安全规范（教育部）,https://www.cernet.edu.cn/ke_yan_yu_fa_zhan/gai_kuang/xin_wen_gong_gao/202302/t20230221_2301697.shtml,ok,ok,jina,200,0.9468,,https://www.cernet.edu.cn/ke_yan_yu_fa_zhan/gai_kuang/xin_wen_gong_gao/202302/t20230221_2301697.shtml,2026-03-27T22:02:13+08:00
WEB-011,高校实验室安全手册,https://sky.cpu.edu.cn/03/b6/c13364a197558/page.htm,ok,ok,jina,200,0.9189,,https://sky.cpu.edu.cn/03/b6/c13364a197558/page.htm,2026-03-27T22:02:12+08:00
WEB-012,实验室常见危险设备操作注意事项,https://life.sjtu.edu.cn/En/Data/View/6077,ok,ok,jina,200,0.9505,,https://life.sjtu.edu.cn/En/Data/View/6077,2026-03-27T22:02:15+08:00
WEB-013,液氮罐的安全使用及管理办法,http://www.nxmu.edu.cn/lnjbzdsys/info/1094/1283.htm,ok,ok,jina,200,0.9381,,http://www.nxmu.edu.cn/lnjbzdsys/info/1094/1283.htm,2026-03-27T22:02:14+08:00
WEB-014,高等学校实验室消防安全管理规范,https://peace.tsinghua.edu.cn/info/1025/2043.htm,ok,ok,jina,200,0.9316,,https://peace.tsinghua.edu.cn/info/1025/2043.htm,2026-03-27T22:02:14+08:00
WEB-015,高等学校实验室消防安全管理规范,https://sysglc.ntu.edu.cn/2024/0326/c8767a230277/page.htm,ok,ok,jina,200,0.9255,,https://sysglc.ntu.edu.cn/2024/0326/c8767a230277/page.htm,2026-03-27T22:02:15+08:00
WEB-016,实验室安全规定及注意事项,https://klca.fudan.edu.cn/ac/c8/c11925a109768/page.htm,ok,ok,jina,200,0.9482,,https://klca.fudan.edu.cn/ac/c8/c11925a109768/page.htm,2026-03-27T22:02:15+08:00
WEB-017,气瓶安全管理规定,https://wh.bjtu.edu.cn/docs/2025-09/aeaffe16c0fc470dabc9cdd9a24db963.pdf,ok,ok,jina,200,0.9616,,https://wh.bjtu.edu.cn/docs/2025-09/aeaffe16c0fc470dabc9cdd9a24db963.pdf,2026-03-27T22:02:14+08:00
WEB-018,实验室废液管理细则,https://bio.cqu.edu.cn/info/1134/2795.htm,ok,ok,jina,200,0.9396,,https://bio.cqu.edu.cn/info/1134/2795.htm,2026-03-27T22:02:16+08:00
