source_id,title,url,status,fetch_status,provider,status_code,quality_score,error,final_url,fetched_at
WEB8-001,OSHA Laboratory Standards,https://www.osha.gov/laboratories/standards,blocked,error,direct,403,0.2315,direct_status_403,https://www.osha.gov/laboratories/standards,2026-03-30T09:37:10+08:00
WEB8-002,OSHA Culture of Safety for Laboratories,https://www.osha.gov/laboratories/safety-culture,blocked,error,direct,403,0.2307,direct_status_403,https://www.osha.gov/laboratories/safety-culture,2026-03-30T09:37:10+08:00
WEB8-003,OSHA Hazard Recognition and Solutions for Laboratories,https://www.osha.gov/laboratories/hazard-recognition-solutions,blocked,error,direct,403,0.2330,direct_status_403,https://www.osha.gov/laboratories/hazard-recognition-solutions,2026-03-30T09:37:10+08:00
WEB8-004,OSHA Laboratory Additional Resources,https://www.osha.gov/laboratories/resources,blocked,error,direct,403,0.2330,direct_status_403,https://www.osha.gov/laboratories/resources,2026-03-30T09:37:10+08:00
WEB8-005,OSHA Laboratory Safety Guidance PDF,https://www.osha.gov/sites/default/files/publications/OSHA3404LABORATORY-SAFETY-GUIDANCE.pdf,blocked,error,direct,403,0.2300,direct_status_403,https://www.osha.gov/sites/default/files/publications/OSHA3404LABORATORY-SAFETY-GUIDANCE.pdf,2026-03-30T09:37:10+08:00
WEB8-006,OSHA Lab Standard Fact Sheet PDF,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-OSHA-LAB-STANDARD.pdf,blocked,error,direct,403,0.2304,direct_status_403,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-OSHA-LAB-STANDARD.pdf,2026-03-30T09:37:10+08:00
WEB8-007,OSHA Chemical Hygiene Plan Fact Sheet PDF,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-CHEMICAL-HYGIENE-PLAN.pdf,blocked,error,direct,403,0.2311,direct_status_403,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-CHEMICAL-HYGIENE-PLAN.pdf,2026-03-30T09:37:31+08:00
WEB8-008,OSHA Chemical Fume Hoods QuickFacts PDF,https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-CHEMICAL-FUME-HOODS.pdf,blocked,error,direct,403,0.2288,direct_status_403,https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-CHEMICAL-FUME-HOODS.pdf,2026-03-30T09:37:31+08:00
WEB8-009,OSHA Biosafety Cabinets Fact Sheet PDF,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-BIOSAFETY-CABINETS.pdf,blocked,error,direct,403,0.2315,direct_status_403,https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-BIOSAFETY-CABINETS.pdf,2026-03-30T09:37:31+08:00
WEB8-010,OSHA Electrical Hazards in Labs QuickFacts PDF,https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-ELECTRICAL-HAZARDS.pdf,blocked,error,direct,403,0.2307,direct_status_403,https://www.osha.gov/sites/default/files/publications/OSHAQUICKFACTS-LAB-SAFETY-ELECTRICAL-HAZARDS.pdf,2026-03-30T09:37:31+08:00
WEB8-011,CDC Laboratories About,https://www.cdc.gov/labs/about/index.html,ok,ok,direct,200,0.4559,,https://www.cdc.gov/labs/about/index.html,2026-03-30T09:37:46+08:00
WEB8-012,CDC Laboratory Services,https://www.cdc.gov/labs/cdc-laboratory-services/index.html,ok,ok,direct,200,0.2903,,https://www.cdc.gov/labs/cdc-laboratory-services/index.html,2026-03-30T09:37:31+08:00
WEB8-013,CDC Laboratories Programs,https://www.cdc.gov/labs/topics-programs/index.html,ok,ok,direct,200,0.7076,,https://www.cdc.gov/labs/topics-programs/index.html,2026-03-30T09:37:54+08:00
WEB8-014,CDC Laboratory Partners and Readiness,https://www.cdc.gov/labs/partners/index.html,ok,ok,direct,200,0.5416,,https://www.cdc.gov/labs/partners/index.html,2026-03-30T09:37:53+08:00
WEB8-015,CDC Laboratory Quality,https://www.cdc.gov/labs/lab-quality/index.html,ok,ok,direct,200,0.7057,,https://www.cdc.gov/labs/lab-quality/index.html,2026-03-30T09:37:53+08:00
WEB8-016,CDC CLIA Certificates,https://www.cdc.gov/labs/clia-certificates/index.html,ok,ok,direct,200,0.5059,,https://www.cdc.gov/labs/clia-certificates/index.html,2026-03-30T09:37:54+08:00
WEB8-017,CDC BMBL 6th Edition,https://www.cdc.gov/labs/bmbl/index.html,ok,ok,direct,200,0.6612,,https://www.cdc.gov/labs/bmbl/index.html,2026-03-30T09:37:53+08:00
WEB8-018,CDC Animal Care Regulations and Standards,https://www.cdc.gov/labs/animal-care/index.html,ok,ok,direct,200,0.4521,,https://www.cdc.gov/labs/animal-care/index.html,2026-03-30T09:38:09+08:00
WEB8-019,Purdue Laboratory Researchers Guide,https://www.purdue.edu/ehps/rem/laboratory/researchers.html,ok,ok,direct,200,0.7414,,https://www.purdue.edu/ehps/rem/laboratory/researchers.html,2026-03-30T09:38:16+08:00
WEB8-020,Purdue Chemical Hygiene Plan,https://www.purdue.edu/ehps/rem/laboratory/hazmat/chp.html,ok,ok,direct,200,0.6842,,https://www.purdue.edu/ehps/rem/laboratory/hazmat/chp.html,2026-03-30T09:38:15+08:00
WEB8-021,Purdue Hazard Communication,https://www.purdue.edu/ehps/rem/laboratory/hazmat/hazcom.html,ok,ok,direct,200,0.6786,,https://www.purdue.edu/ehps/rem/laboratory/hazmat/hazcom.html,2026-03-30T09:38:16+08:00
WEB8-022,Purdue Laboratory SOPs,https://www.purdue.edu/ehps/rem/laboratory/hazmat/sops.html,ok,ok,direct,200,0.6827,,https://www.purdue.edu/ehps/rem/laboratory/hazmat/sops.html,2026-03-30T09:38:15+08:00
WEB8-023,Purdue Biological Materials Safety,https://www.purdue.edu/ehps/rem/laboratory/hazmat/biological-materials.html,ok,ok,direct,200,0.6832,,https://www.purdue.edu/ehps/rem/laboratory/hazmat/biological-materials.html,2026-03-30T09:38:16+08:00
WEB8-024,Purdue Chemical Materials Management,https://www.purdue.edu/ehps/rem/laboratory/hazmat/chemical-materials/index.html,ok,ok,direct,200,0.6854,,https://www.purdue.edu/ehps/rem/laboratory/hazmat/chemical-materials/index.html,2026-03-30T09:38:31+08:00
WEB8-025,Purdue Laboratory Spill Response,https://www.purdue.edu/ehps/rem/laboratory/spills/index.html,ok,ok,direct,200,0.6695,,https://www.purdue.edu/ehps/rem/laboratory/spills/index.html,2026-03-30T09:38:37+08:00
