source_id,title,url,status,fetch_status,provider,status_code,quality_score,error,final_url,fetched_at
WEBV2-001,高等学校实验室安全规范,https://www.gov.cn/zhengce/zhengceku/2023-02/21/content_5742498.htm,blocked,blocked,jina,200,0.9232,jina_status_200,https://www.gov.cn/zhengce/zhengceku/2023-02/21/content_5742498.htm,2026-03-27T19:57:49+08:00
WEBV2-002,高等学校实验室安全分级分类管理办法（试行）,https://www.gov.cn/zhengce/zhengceku/202404/content_6946788.htm,ok,ok,jina,200,0.9585,,https://www.gov.cn/zhengce/zhengceku/202404/content_6946788.htm,2026-03-27T19:57:51+08:00
WEBV2-003,国家危险废物名录（2021年版）,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202011/t20201127_810202.html,ok,ok,jina,200,0.9259,,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202011/t20201127_810202.html,2026-03-27T19:57:44+08:00
WEBV2-004,危险废物排除管理清单（2021年版）,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202112/t20211203_962984.html,ok,ok,jina,200,0.9285,,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk01/202112/t20211203_962984.html,2026-03-27T19:57:45+08:00
WEBV2-005,病原微生物实验室生物安全管理条例（法规页面）,https://www.mee.gov.cn/ywgz/fgbz/xzfg/202303/t20230316_1019776.shtml,ok,ok,jina,200,0.9537,,https://www.mee.gov.cn/ywgz/fgbz/xzfg/202303/t20230316_1019776.shtml,2026-03-27T19:57:45+08:00
WEBV2-006,易制毒化学品管理条例,https://www.gov.cn/gongbao/content/2005/content_91170.htm,ok,ok,jina,200,0.9706,,https://www.gov.cn/gongbao/content/2005/content_91170.htm,2026-03-27T19:57:44+08:00
WEBV2-007,危险化学品目录（2015版）实施指南解读,https://www.mem.gov.cn/gk/zcjd/201503/t20150331_233183.shtml,ok,ok,direct,200,0.8094,,https://www.mem.gov.cn/gk/zcjd/201503/t20150331_233183.shtml,2026-03-27T19:57:52+08:00
WEBV2-008,应急管理部关于调整《危险化学品目录（2015版）》中柴油部分条目的通知,https://www.mem.gov.cn/gk/zfxxgkpt/fdzdgknr/202212/t20221205_428008.shtml,ok,ok,direct,200,0.8216,,https://www.mem.gov.cn/gk/zfxxgkpt/fdzdgknr/202212/t20221205_428008.shtml,2026-03-27T19:57:49+08:00
WEBV2-009,WHO Laboratory biosafety manual (4th edition),https://www.who.int/publications/i/item/9789240011311,ok,ok,direct,200,0.8621,,https://www.who.int/publications/i/item/9789240011311,2026-03-27T19:57:49+08:00
WEBV2-010,Biosafety in Microbiological and Biomedical Laboratories (BMBL),https://www.cdc.gov/labs/bmbl/index.html,ok,ok,direct,200,0.9612,,https://www.cdc.gov/labs/bmbl/index.html,2026-03-27T19:57:49+08:00
WEBV2-011,Occupational exposure to hazardous chemicals in laboratories (29 CFR 1910.1450),https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1450,ok,ok,jina,200,0.9488,,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1450,2026-03-27T19:57:53+08:00
WEBV2-012,Safety Data Sheets and Certificates,https://www.thermofisher.com/cn/zh/home/support/documents-certificates.html,blocked,blocked,jina,200,0.9518,jina_status_200,https://www.thermofisher.com/cn/zh/home/support/documents-certificates.html,2026-03-27T19:57:58+08:00
WEBV2-013,Merck Safety Data Sheets,https://www.merck.com/products/safety-data-sheets/,ok,ok,jina,200,0.9392,,https://www.merck.com/products/safety-data-sheets/,2026-03-27T19:57:54+08:00
WEBV2-014,南京大学实验室安全手册（PDF）,https://ieh.nju.edu.cn/__local/8/A5/B8/D150DB61E991AD05DC6DF77B2FB_C72C9B97_47135.pdf,ok,ok,jina,200,0.9691,,https://ieh.nju.edu.cn/__local/8/A5/B8/D150DB61E991AD05DC6DF77B2FB_C72C9B97_47135.pdf,2026-03-27T19:57:57+08:00
WEBV2-015,上海大学实验室安全手册（页面）,https://physics.shu.edu.cn/info/1161/8294.htm,ok,ok,jina,200,0.9343,,https://physics.shu.edu.cn/info/1161/8294.htm,2026-03-27T19:57:53+08:00
WEBV2-016,北京大学医学部实验室安全管理制度（PDF）,https://lab.bjmu.edu.cn/docs/2023-12/20231222131430913902.pdf,ok,ok,direct,200,0.8440,,https://lab.bjmu.edu.cn/docs/2023-12/20231222131430913902.pdf,2026-03-27T19:59:34+08:00
WEBV2-017,复旦大学实验室安全手册（页面）,https://sds.fudan.edu.cn/_t2392/f4/6b/c17416a455787/page.htm,ok,ok,direct,200,0.6277,,https://sds.fudan.edu.cn/_t2392/f4/6b/c17416a455787/page.htm,2026-03-27T19:58:00+08:00
