source_id,title,url,status,fetch_status,provider,status_code,quality_score,error,final_url,fetched_at
WEB5-001,MOE notice on Higher Education Laboratory Safety Standard,https://www.moe.gov.cn/srcsite/A16/moe_784/202302/t20230220_1045998.html,blocked,blocked,jina,200,0.9014,jina_status_200,https://www.moe.gov.cn/srcsite/A16/moe_784/202302/t20230220_1045998.html,2026-03-29T17:24:22+08:00
WEB5-002,MOE trial method for laboratory risk grading and classification,http://www.moe.gov.cn/srcsite/A16/s7062/202404/t20240419_1126415.html,blocked,blocked,jina,200,0.9414,jina_status_200,http://www.moe.gov.cn/srcsite/A16/s7062/202404/t20240419_1126415.html,2026-03-29T17:24:21+08:00
WEB5-003,Regulation for laboratory work in higher education institutions,http://www.moe.gov.cn/srcsite/A02/s5911/moe_621/199206/t19920627_81923.html,ok,ok,jina,200,0.9708,,http://www.moe.gov.cn/srcsite/A02/s5911/moe_621/199206/t19920627_81923.html,2026-03-29T17:24:26+08:00
WEB5-004,State Council policy library relay for MOE laboratory safety standard,https://www.gov.cn/zhengce/zhengceku/2023-02/21/content_5742498.htm,blocked,blocked,jina,200,0.5732,jina_status_200,https://www.gov.cn/zhengce/zhengceku/2023-02/21/content_5742498.htm,2026-03-29T17:24:21+08:00
WEB5-005,Emergency management science note on campus laboratory safety,https://www.mem.gov.cn/kp/shaq/201909/t20190916_366059.shtml,ok,ok,jina,200,0.9233,,https://www.mem.gov.cn/kp/shaq/201909/t20190916_366059.shtml,2026-03-29T17:24:38+08:00
WEB5-006,Emergency management note on lab safety hidden hazards,https://www.mem.gov.cn/kp/sgzn/202003/t20200320_366294.shtml,ok,ok,jina,200,0.7418,,https://www.mem.gov.cn/kp/sgzn/202003/t20200320_366294.shtml,2026-03-29T17:24:26+08:00
WEB5-007,CERNET relay of MOE laboratory safety standard,https://www.cernet.edu.cn/ke_yan_yu_fa_zhan/gai_kuang/xin_wen_gong_gao/202302/t20230221_2301697.shtml,ok,ok,jina,200,0.9468,,https://www.cernet.edu.cn/ke_yan_yu_fa_zhan/gai_kuang/xin_wen_gong_gao/202302/t20230221_2301697.shtml,2026-03-29T17:24:24+08:00
WEB5-008,OSHA Laboratories,https://www.osha.gov/laboratories,ok,ok,jina,200,0.9521,,https://www.osha.gov/laboratories,2026-03-29T17:24:28+08:00
WEB5-009,OSHA Laboratory Standard 1910.1450,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1450,ok,ok,jina,200,0.9488,,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1450,2026-03-29T17:24:27+08:00
WEB5-010,OSHA eTool laboratory standard overview,https://www.osha.gov/etools/hospitals/laboratory/osha-laboratory-standard,ok,ok,jina,200,0.9487,,https://www.osha.gov/etools/hospitals/laboratory/osha-laboratory-standard,2026-03-29T17:24:29+08:00
WEB5-011,BMBL 6th edition overview,https://www.cdc.gov/labs/bmbl/index.html,ok,ok,jina,200,0.9521,,https://www.cdc.gov/labs/bmbl/index.html,2026-03-29T17:24:44+08:00
WEB5-012,CDC biosafety quick learn,https://www.cdc.gov/training/QuickLearns/biosafety/,ok,ok,jina,200,0.9540,,https://www.cdc.gov/training/QuickLearns/biosafety/,2026-03-29T17:24:45+08:00
WEB5-013,EPA hazardous waste guide for generators,https://www.epa.gov/hwgenerators/managing-your-hazardous-waste-guide-small-businesses,ok,ok,jina,200,0.9501,,https://www.epa.gov/hwgenerators/managing-your-hazardous-waste-guide-small-businesses,2026-03-29T17:24:37+08:00
WEB5-014,HSE biosafety,https://www.hse.gov.uk/biosafety/,ok,ok,jina,200,0.9482,,https://www.hse.gov.uk/biosafety/,2026-03-29T17:24:42+08:00
WEB5-015,HSE chemicals,https://www.hse.gov.uk/chemicals/,ok,ok,jina,200,0.9469,,https://www.hse.gov.uk/chemicals/,2026-03-29T17:24:42+08:00
WEB5-016,HSE INDG136 working with hazardous substances,https://www.hse.gov.uk/pubns/indg136.pdf,ok,ok,jina,200,0.9563,,https://www.hse.gov.uk/pubns/indg136.pdf,2026-03-29T17:24:45+08:00
WEB5-017,WHO laboratory biosafety manual publication page,https://www.who.int/publications/i/item/9789240011311,ok,ok,jina,200,0.9463,,https://www.who.int/publications/i/item/9789240011311,2026-03-29T17:24:49+08:00
WEB5-018,Stanford EHS lab safety topic,https://ehs.stanford.edu/topic/lab-safety,ok,ok,jina,200,0.9618,,https://ehs.stanford.edu/topic/lab-safety,2026-03-29T17:24:51+08:00
WEB5-019,Stanford EHS chemical safety topic,https://ehs.stanford.edu/topic/chemical-safety,ok,ok,jina,200,0.9529,,https://ehs.stanford.edu/topic/chemical-safety,2026-03-29T17:24:52+08:00
WEB5-020,Harvard EHS lab safety,https://www.ehs.harvard.edu/lab-safety,ok,ok,jina,200,0.9546,,https://www.ehs.harvard.edu/lab-safety,2026-03-29T17:24:50+08:00
WEB5-021,Harvard EHS biological safety,https://www.ehs.harvard.edu/biological-safety,error,error,direct,403,0.2532,direct_status_403,https://www.ehs.harvard.edu/biological-safety,2026-03-29T17:24:52+08:00
WEB5-022,UCL safety services,https://www.ucl.ac.uk/safety-services/,ok,ok,direct,200,0.9559,,https://www.ucl.ac.uk/safety-services/,2026-03-29T17:24:53+08:00
